link,country,year,trade_country,percentage,trade_type,retrieved
/the-world-factbook/countries/tanzania,Tanzania,2020,China,0.34,imports,2023-03-31
/the-world-factbook/countries/tanzania,Tanzania,2020,Democratic Republic of the Congo,0.14,imports,2023-03-31
/the-world-factbook/countries/tanzania,Tanzania,2020,India,0.12,imports,2023-03-31
/the-world-factbook/countries/tanzania,Tanzania,2020,United Arab Emirates,0.06,imports,2023-03-31
/the-world-factbook/countries/tanzania,Tanzania,2020,South Africa,0.03,imports,2023-03-31
/the-world-factbook/countries/thailand,Thailand,2019,China,0.22,imports,2023-03-31
/the-world-factbook/countries/thailand,Thailand,2019,Japan,0.14,imports,2023-03-31
/the-world-factbook/countries/thailand,Thailand,2019,United States,0.07,imports,2023-03-31
/the-world-factbook/countries/thailand,Thailand,2019,Malaysia,0.06,imports,2023-03-31
/the-world-factbook/countries/timor-leste,Timor-Leste,2019,Indonesia,0.39,imports,2023-03-31
/the-world-factbook/countries/timor-leste,Timor-Leste,2019,China,0.27,imports,2023-03-31
/the-world-factbook/countries/timor-leste,Timor-Leste,2019,Singapore,0.1,imports,2023-03-31
/the-world-factbook/countries/timor-leste,Timor-Leste,2019,Malaysia,0.05,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,South Korea,0.13,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,India,0.11,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,Belgium,0.1,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,Netherlands,0.08,imports,2023-03-31
/the-world-factbook/countries/togo,Togo,2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/tokelau,Tokelau,2019,Samoa,0.35,imports,2023-03-31
/the-world-factbook/countries/tokelau,Tokelau,2019,Ireland,0.17,imports,2023-03-31
/the-world-factbook/countries/tokelau,Tokelau,2019,Philippines,0.14,imports,2023-03-31
/the-world-factbook/countries/tokelau,Tokelau,2019,Malaysia,0.13,imports,2023-03-31
/the-world-factbook/countries/tokelau,Tokelau,2019,South Africa,0.09,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,Fiji,0.29,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,New Zealand,0.23,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,China,0.14,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,United States,0.08,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,Australia,0.06,imports,2023-03-31
/the-world-factbook/countries/tonga,Tonga,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/trinidad-and-tobago,Trinidad and Tobago,2019,United States,0.4,imports,2023-03-31
/the-world-factbook/countries/trinidad-and-tobago,Trinidad and Tobago,2019,Guyana,0.19,imports,2023-03-31
/the-world-factbook/countries/trinidad-and-tobago,Trinidad and Tobago,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/tunisia,Tunisia,2019,France,0.17,imports,2023-03-31
/the-world-factbook/countries/tunisia,Tunisia,2019,Italy,0.16,imports,2023-03-31
/the-world-factbook/countries/tunisia,Tunisia,2019,Germany,0.08,imports,2023-03-31
/the-world-factbook/countries/tunisia,Tunisia,2019,China,0.08,imports,2023-03-31
/the-world-factbook/countries/tunisia,Tunisia,2019,Algeria,0.07,imports,2023-03-31
/the-world-factbook/countries/turkey-turkiye,Turkey (Turkiye),2019,Germany,0.11,imports,2023-03-31
/the-world-factbook/countries/turkey-turkiye,Turkey (Turkiye),2019,China,0.09,imports,2023-03-31
/the-world-factbook/countries/turkey-turkiye,Turkey (Turkiye),2019,Russia,0.09,imports,2023-03-31
/the-world-factbook/countries/turkey-turkiye,Turkey (Turkiye),2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/turkey-turkiye,Turkey (Turkiye),2019,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/turkmenistan,Turkmenistan,2019,Turkey,0.25,imports,2023-03-31
/the-world-factbook/countries/turkmenistan,Turkmenistan,2019,Russia,0.18,imports,2023-03-31
/the-world-factbook/countries/turkmenistan,Turkmenistan,2019,China,0.14,imports,2023-03-31
/the-world-factbook/countries/turkmenistan,Turkmenistan,2019,Germany,0.06,imports,2023-03-31
/the-world-factbook/countries/turks-and-caicos-islands,Turks and Caicos Islands,2019,United States,0.76,imports,2023-03-31
/the-world-factbook/countries/tuvalu,Tuvalu,2019,China,0.32,imports,2023-03-31
/the-world-factbook/countries/tuvalu,Tuvalu,2019,Japan,0.29,imports,2023-03-31
/the-world-factbook/countries/tuvalu,Tuvalu,2019,Fiji,0.23,imports,2023-03-31
/the-world-factbook/countries/tuvalu,Tuvalu,2019,New Zealand,0.06,imports,2023-03-31
/the-world-factbook/countries/uganda,Uganda,2019,China,0.19,imports,2023-03-31
/the-world-factbook/countries/uganda,Uganda,2019,India,0.17,imports,2023-03-31
/the-world-factbook/countries/uganda,Uganda,2019,Kenya,0.16,imports,2023-03-31
/the-world-factbook/countries/uganda,Uganda,2019,United Arab Emirates,0.07,imports,2023-03-31
/the-world-factbook/countries/uganda,Uganda,2019,Japan,0.05,imports,2023-03-31
/the-world-factbook/countries/ukraine,Ukraine,2019,China,0.13,imports,2023-03-31
/the-world-factbook/countries/ukraine,Ukraine,2019,Russia,0.12,imports,2023-03-31
/the-world-factbook/countries/ukraine,Ukraine,2019,Germany,0.1,imports,2023-03-31
/the-world-factbook/countries/ukraine,Ukraine,2019,Poland,0.09,imports,2023-03-31
/the-world-factbook/countries/ukraine,Ukraine,2019,Belarus,0.07,imports,2023-03-31
/the-world-factbook/countries/united-arab-emirates,United Arab Emirates,2019,China,0.15,imports,2023-03-31
/the-world-factbook/countries/united-arab-emirates,United Arab Emirates,2019,India,0.12,imports,2023-03-31
/the-world-factbook/countries/united-arab-emirates,United Arab Emirates,2019,United States,0.07,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,Germany,0.13,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,China,0.1,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,United States,0.08,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,Netherlands,0.07,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,France,0.06,imports,2023-03-31
/the-world-factbook/countries/united-kingdom,United Kingdom,2019,Belgium,0.05,imports,2023-03-31
/the-world-factbook/countries/united-states,United States,2019,China,0.18,imports,2023-03-31
/the-world-factbook/countries/united-states,United States,2019,Mexico,0.15,imports,2023-03-31
/the-world-factbook/countries/united-states,United States,2019,Canada,0.13,imports,2023-03-31
/the-world-factbook/countries/united-states,United States,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/united-states,United States,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/uruguay,Uruguay,2019,Brazil,0.25,imports,2023-03-31
/the-world-factbook/countries/uruguay,Uruguay,2019,China,0.15,imports,2023-03-31
/the-world-factbook/countries/uruguay,Uruguay,2019,United States,0.11,imports,2023-03-31
/the-world-factbook/countries/uruguay,Uruguay,2019,Argentina,0.11,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,China,0.23,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,Russia,0.18,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,South Korea,0.11,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,Kazakhstan,0.09,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,Turkey,0.06,imports,2023-03-31
/the-world-factbook/countries/uzbekistan,Uzbekistan,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,China,0.29,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,Australia,0.18,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,New Zealand,0.11,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,Fiji,0.11,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,Taiwan,0.05,imports,2023-03-31
/the-world-factbook/countries/vanuatu,Vanuatu,2019,Thailand,0.05,imports,2023-03-31
/the-world-factbook/countries/venezuela,Venezuela,2019,China,0.28,imports,2023-03-31
/the-world-factbook/countries/venezuela,Venezuela,2019,United States,0.22,imports,2023-03-31
/the-world-factbook/countries/venezuela,Venezuela,2019,Brazil,0.08,imports,2023-03-31
/the-world-factbook/countries/venezuela,Venezuela,2019,Spain,0.06,imports,2023-03-31
/the-world-factbook/countries/venezuela,Venezuela,2019,Mexico,0.06,imports,2023-03-31
/the-world-factbook/countries/vietnam,Vietnam,2019,China,0.35,imports,2023-03-31
/the-world-factbook/countries/vietnam,Vietnam,2019,South Korea,0.18,imports,2023-03-31
/the-world-factbook/countries/vietnam,Vietnam,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,India,0.18,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,Algeria,0.14,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,South Korea,0.09,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,Argentina,0.09,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,Sweden,0.07,imports,2023-03-31
/the-world-factbook/countries/virgin-islands,Virgin Islands,2019,Brazil,0.05,imports,2023-03-31
/the-world-factbook/countries/wallis-and-futuna,Wallis and Futuna,2019,France,0.43,imports,2023-03-31
/the-world-factbook/countries/wallis-and-futuna,Wallis and Futuna,2019,Fiji,0.24,imports,2023-03-31
/the-world-factbook/countries/wallis-and-futuna,Wallis and Futuna,2019,New Zealand,0.11,imports,2023-03-31
/the-world-factbook/countries/wallis-and-futuna,Wallis and Futuna,2019,Australia,0.06,imports,2023-03-31
/the-world-factbook/countries/yemen,Yemen,2019,China,0.25,imports,2023-03-31
/the-world-factbook/countries/yemen,Yemen,2019,Turkey,0.1,imports,2023-03-31
/the-world-factbook/countries/yemen,Yemen,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/yemen,Yemen,2019,Saudi Arabia,0.08,imports,2023-03-31
/the-world-factbook/countries/yemen,Yemen,2019,India,0.07,imports,2023-03-31
/the-world-factbook/countries/zambia,Zambia,2020,South Africa,0.31,imports,2023-03-31
/the-world-factbook/countries/zambia,Zambia,2020,China,0.16,imports,2023-03-31
/the-world-factbook/countries/zambia,Zambia,2020,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/zambia,Zambia,2020,Democratic Republic of the Congo,0.06,imports,2023-03-31
/the-world-factbook/countries/zambia,Zambia,2020,India,0.05,imports,2023-03-31
/the-world-factbook/countries/zimbabwe,Zimbabwe,2019,South Africa,0.41,imports,2023-03-31
/the-world-factbook/countries/zimbabwe,Zimbabwe,2019,Singapore,0.23,imports,2023-03-31
/the-world-factbook/countries/zimbabwe,Zimbabwe,2019,China,0.08,imports,2023-03-31
